常看的多数台需开启ipv6,#genre#
超级电影ipv6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
大吉大利影院,https://pull.kktv8.com/livekktv/128600025.flv
 



凤凰卫视高清,http://223.8.210.31:8083/udp/239.1.1.126:8126
凤凰资讯高清,http://223.8.210.31:8083/udp/239.1.1.127:8127
凤凰香港高清,

CGTN,
cctv4k,
cctv8k,
cctv4K 超高清,
cctv8K 超高清,
华数4k影院,
爱上4k,
4k修复,







足球,
足球,
风云足球,http://223.8.210.31:8083/udp/239.1.1.101:8101
风云足球,http://116.179.138.88:8888/rtp/226.0.2.225:9712
风云足球,http://223.8.210.31:8083/udp/239.1.1.101:8101
风云足球,=fyzq$重庆有线风云足球
魅力足球,
魅力足球,


AKTV,#genre#
Animax (HK),http://s1.an94tv.cfd/aktv/animaxhk/AKTV.m3u8
AXN,http://s1.an94tv.cfd/aktv/axn/AKTV.m3u8
Channel 5 HD,http://s1.an94tv.cfd/aktv/channel5hd/AKTV.m3u8
Channel 8 HD,http://s1.an94tv.cfd/aktv/channel8hd/AKTV.m3u8
Channel U HD,http://s1.an94tv.cfd/aktv/channeluhd/AKTV.m3u8
Love Nature HD,http://s1.an94tv.cfd/aktv/lovenaturehd/AKTV.m3u8
PopC,http://s1.an94tv.cfd/aktv/popc/AKTV.m3u8
ROCK Action,http://s1.an94tv.cfd/aktv/rockaction/AKTV.m3u8
TVB Plus,http://s1.an94tv.cfd/aktv/tvbplus/AKTV.m3u8
tvN,http://s1.an94tv.cfd/aktv/tvn/AKTV.m3u8
天映經典(1080),http://s1.an94tv.cfd/aktv/1080/AKTV.m3u8
明珠剧集台(北美),http://s1.an94tv.cfd/aktv/CH-19/AKTV.m3u8
明珠台,http://s1.an94tv.cfd/aktv/CH-2/AKTV.m3u8
無線新聞台,http://s1.an94tv.cfd/aktv/CH-1/AKTV.m3u8
美亞電影台(HK),http://s1.an94tv.cfd/aktv/hk/AKTV.m3u8
翡翠一台(北美),http://s1.an94tv.cfd/aktv/CH-8/AKTV.m3u8
翡翠剧集台(北美),http://s1.an94tv.cfd/aktv/CH-18/AKTV.m3u8
翡翠台,http://s1.an94tv.cfd/aktv/CH-0/AKTV.m3u8
翡翠娛樂台(北美),http://s1.an94tv.cfd/aktv/CH-7/AKTV.m3u8
翡翠综合台(北美),http://s1.an94tv.cfd/aktv/CH-17/AKTV.m3u8
鳳凰衛視中文台,http://s1.an94tv.cfd/aktv/CH-3/AKTV.m3u8
鳳凰衛視資訊台,http://s1.an94tv.cfd/aktv/CH-4/AKTV.m3u8
鳳凰衛視香港台,http://s1.an94tv.cfd/aktv/CH-5/AKTV.m3u8
黃金翡翠台,http://s1.an94tv.cfd/aktv/CH-6/AKTV.m3u8
Sky Sports F1,http://s1.an94tv.cfd/aktv2/skysportsf1/AKTV.m3u8
天映电影,http://s1.an94tv.cfd/aktv2/CH-3/AKTV.m3u8
好萊塢電影台,http://s1.an94tv.cfd/aktv2/CH-1/AKTV.m3u8
東森洋片,http://s1.an94tv.cfd/aktv2/CH-2/AKTV.m3u8
緯來體育台,http://s1.an94tv.cfd/aktv2/CH-0/AKTV.m3u8
CNA,http://s1.an94tv.cfd/aktv3/cna/AKTV.m3u8
朝鲜恩情台,http://s1.an94tv.cfd/aktv3/CH-0/AKTV.m3u8
Japan News 24H LIVE,http://s1.an94tv.cfd/aktvjp/japannews24hlive/AKTV.m3u8
日テレNEWS LIVE,http://s1.an94tv.cfd/aktvjp/ntv/AKTV.m3u8
8TV,http://s1.an94tv.cfd/astro/8tv/AKTV.m3u8
Astro Football,http://s1.an94tv.cfd/astro/CH-0/AKTV.m3u8
Astro Sport UHD,http://s1.an94tv.cfd/astro/astrosportuhd/AKTV.m3u8
EuroSport 1,http://s1.an94tv.cfd/astro/eurosport1/AKTV.m3u8
EuroSport 2,http://s1.an94tv.cfd/astro/eurosport2/AKTV.m3u8
TNT SPORTS 1,http://s1.an94tv.cfd/astro/tntsports1/AKTV.m3u8
TNT SPORTS 2,http://s1.an94tv.cfd/astro/tntsports2/AKTV.m3u8
TNT SPORTS 3,http://s1.an94tv.cfd/astro/tntsports3/AKTV.m3u8
中天亚洲台,http://s1.an94tv.cfd/astro/CH-1/AKTV.m3u8
KLT-靖天國際台,http://s1.an94tv.cfd/taiwan/CH-3/AKTV.m3u8
TVBS,http://s1.an94tv.cfd/taiwan/tvbs/AKTV.m3u8
TVBS新聞,http://s1.an94tv.cfd/taiwan/tvbs-1/AKTV.m3u8
民視,http://s1.an94tv.cfd/taiwan/CH-1/AKTV.m3u8
民視第一台,http://s1.an94tv.cfd/taiwan/CH-0/AKTV.m3u8
龍華日韓台,http://s1.an94tv.cfd/taiwan/CH-5/AKTV.m3u8
TVB 星河,http://s1.an94tv.cfd/taiwan2/tvb/AKTV.m3u8
test01,http://s1.an94tv.cfd/test/test01/AKTV.m3u8
中天新闻台,http://s1.an94tv.cfd/zhongtian/CH-0/AKTV.m3u8
東森新聞,http://s1.an94tv.cfd/zhongtian/CH-1/AKTV.m3u8



咪咕体育,#genre#
4K183,http://183.220.20.17:4321/udp/239.10.0.183:5140
4K187,http://183.220.20.17:4321/udp/239.10.0.187:5140
咪咕239,http://183.220.20.17:4321/udp/239.10.0.239:5140
4K240,http://183.220.20.17:4321/udp/239.10.0.240:5140
4K67,http://183.220.20.17:4321/udp/239.11.0.67:5140
咪咕239,http://183.220.20.17:4321/udp/239.10.0.239:5140
咪咕237,http://183.220.20.17:4321/udp/239.10.0.237:5140
咪咕238,http://183.220.20.17:4321/udp/239.10.0.238:5140
咪咕1234,http://183.220.20.17:4321/udp/239.11.0.234:5140
咪咕视频236,http://183.220.20.17:4321/udp/239.10.0.236:5140
咪咕视频235,http://183.220.20.17:4321/udp/239.10.0.235:5140
咪咕视频234,http://183.220.20.17:4321/udp/239.10.0.234:5140
咪咕视频233,http://183.220.20.17:4321/udp/239.10.0.233:5140
咪咕视频232,http://183.220.20.17:4321/udp/239.10.0.232:5140
咪咕视频45,http://183.220.20.17:4321/udp/239.10.0.45:5140
咪咕视频44,http://183.220.20.17:4321/udp/239.10.0.44:5140
咪咕视频43,http://183.220.20.17:4321/udp/239.10.0.43:5140
咪咕视频42,http://183.220.20.17:4321/udp/239.10.0.42:5140
咪咕视频41,http://183.220.20.17:4321/udp/239.10.0.41:5140
咪咕视频40,http://183.220.20.17:4321/udp/239.10.0.40:5140
咪咕视频28,http://183.220.20.17:4321/udp/239.10.0.28:5140
咪咕视频27,http://183.220.20.17:4321/udp/239.10.0.27:5140
咪咕视频26,http://183.220.20.17:4321/udp/239.10.0.26:5140
咪咕视频25,http://183.220.20.17:4321/udp/239.10.0.25:5140
咪咕视频24,http://183.220.20.17:4321/udp/239.10.0.24:5140
咪咕视频23,http://183.220.20.17:4321/udp/239.10.0.23:5140
咪咕视频22,http://183.220.20.17:4321/udp/239.10.0.22:5140
咪咕视频21,http://183.220.20.17:4321/udp/239.10.0.21:5140
咪咕视频20,http://183.220.20.17:4321/udp/239.10.0.20:5140
咪咕视频19,http://183.220.20.17:4321/udp/239.10.0.19:5140
咪咕视频18,http://183.220.20.17:4321/udp/239.10.0.18:5140
咪咕视频17,http://183.220.20.17:4321/udp/239.10.0.17:5140
咪咕视频28,http://183.220.20.17:4321/udp/239.10.0.28:5140
咪咕视频45,http://183.220.20.17:4321/udp/239.10.0.45:5140
咪咕视频51,http://183.220.20.17:4321/udp/239.10.0.236:5140
咪咕1234,http://183.220.20.17:4321/udp/239.11.0.234:5140
咪咕体育122,http://183.220.20.17:4321/udp/239.11.0.122:5140
魅力足球185,http://183.220.20.17:4321/udp/239.10.0.185:5140


咪咕4K-1,http://iptv.hn.cn:1258/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K-2,http://iptv.hn.cn:1258/itv/3000000010000015686.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-44,http://iptv.hn.cn:1258/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-43,http://iptv.hn.cn:1258/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-42,http://iptv.hn.cn:1258/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-41,http://iptv.hn.cn:1258/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-40,http://iptv.hn.cn:1258/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-39,http://iptv.hn.cn:1258/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-38,http://iptv.hn.cn:1258/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-37,http://iptv.hn.cn:1258/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-36,http://iptv.hn.cn:1258/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-35,http://iptv.hn.cn:1258/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-34,http://iptv.hn.cn:1258/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-33,http://iptv.hn.cn:1258/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-32,http://iptv.hn.cn:1258/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-31,http://iptv.hn.cn:1258/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-30,http://iptv.hn.cn:1258/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-29,http://iptv.hn.cn:1258/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-28,http://iptv.hn.cn:1258/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-27,http://iptv.hn.cn:1258/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-26,http://iptv.hn.cn:1258/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-25,http://iptv.hn.cn:1258/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-24,http://iptv.hn.cn:1258/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-23,http://iptv.hn.cn:1258/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-22,http://iptv.hn.cn:1258/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-21,http://iptv.hn.cn:1258/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-20,http://iptv.hn.cn:1258/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-19,http://iptv.hn.cn:1258/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-18,http://iptv.hn.cn:1258/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-17,http://iptv.hn.cn:1258/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-16,http://iptv.hn.cn:1258/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-15,http://iptv.hn.cn:1258/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-14,http://iptv.hn.cn:1258/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-13,http://iptv.hn.cn:1258/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-12,http://iptv.hn.cn:1258/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-11,http://iptv.hn.cn:1258/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-10,http://iptv.hn.cn:1258/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-9,http://iptv.hn.cn:1258/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-8,http://iptv.hn.cn:1258/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-7,http://iptv.hn.cn:1258/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-6,http://iptv.hn.cn:1258/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-5,http://iptv.hn.cn:1258/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-4,http://iptv.hn.cn:1258/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-3,http://iptv.hn.cn:1258/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频_8M1080_咪视通-1,http://iptv.hn.cn:1258/itv/3000000001000005308.m3u8?cdn=FifastbLive

睛彩广场舞,http://36.136.36.223:9003/hls/134/index.m3u8
睛彩广场舞,http://36.136.36.223:9003/hls/135/index.m3u8
睛彩竞技,http://36.136.36.223:9003/hls/136/index.m3u8
睛彩篮球,http://36.136.36.223:9003/hls/137/index.m3u8
睛彩青少,http://36.136.36.223:9003/hls/138/index.m3u8
睛彩青少,http://36.136.36.223:9003/hls/139/index.m3u8
精品记录,http://36.136.36.223:9003/hls/140/index.m3u8
咪咕视频1,http://36.136.36.223:9003/hls/141/index.m3u8
咪咕视频2,http://36.136.36.223:9003/hls/142/index.m3u8
咪咕视频3,http://36.136.36.223:9003/hls/143/index.m3u8
咪咕视频4,http://36.136.36.223:9003/hls/144/index.m3u8
咪咕视频5,http://36.136.36.223:9003/hls/145/index.m3u8
咪咕视频6,http://36.136.36.223:9003/hls/146/index.m3u8
咪咕视频7,http://36.136.36.223:9003/hls/147/index.m3u8
咪咕视频8,http://36.136.36.223:9003/hls/148/index.m3u8
咪咕视频9,http://36.136.36.223:9003/hls/149/index.m3u8
咪咕视频10,http://36.136.36.223:9003/hls/150/index.m3u8
咪咕视频11,http://36.136.36.223:9003/hls/151/index.m3u8
咪咕视频12,http://36.136.36.223:9003/hls/152/index.m3u8
咪咕视频13,http://36.136.36.223:9003/hls/153/index.m3u8
咪咕视频14,http://36.136.36.223:9003/hls/154/index.m3u8
咪咕视频15,http://36.136.36.223:9003/hls/155/index.m3u8
咪咕视频16,http://36.136.36.223:9003/hls/156/index.m3u8
咪咕视频17,http://36.136.36.223:9003/hls/157/index.m3u8
咪咕视频18,http://36.136.36.223:9003/hls/158/index.m3u8
咪咕视频19,http://36.136.36.223:9003/hls/159/index.m3u8
咪咕视频20,http://36.136.36.223:9003/hls/160/index.m3u8
咪咕视频21,http://36.136.36.223:9003/hls/161/index.m3u8
咪咕视频22,http://36.136.36.223:9003/hls/162/index.m3u8
咪咕视频23,http://36.136.36.223:9003/hls/163/index.m3u8
咪咕视频24,http://36.136.36.223:9003/hls/164/index.m3u8
咪咕视频25,http://36.136.36.223:9003/hls/165/index.m3u8
咪咕视频26,http://36.136.36.223:9003/hls/166/index.m3u8
咪咕视频27,http://36.136.36.223:9003/hls/167/index.m3u8



晴彩广场舞「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011523&livemode=1&stbId=YanG-1989
晴彩少年「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011525&livemode=1&stbId=YanG-1989
晴彩竞技「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011528&livemode=1&stbId=YanG-1989
晴彩篮球「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011529&livemode=1&stbId=YanG-1989
咪咕直播4K「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=YanG-1989
咪咕直播1「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005308&livemode=1&stbId=YanG-1989
咪咕直播2「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000005969&livemode=1&stbId=YanG-1989
咪咕直播3「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000007218&livemode=1&stbId=YanG-1989
咪咕直播4「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008001&livemode=1&stbId=YanG-1989
咪咕直播5「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008176&livemode=1&stbId=YanG-1989
咪咕直播6「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000008379&livemode=1&stbId=YanG-1989
咪咕直播7「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010129&livemode=1&stbId=YanG-1989
咪咕直播8「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000010948&livemode=1&stbId=YanG-1989
咪咕直播9「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000028638&livemode=1&stbId=YanG-1989
咪咕直播10「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000001000031494&livemode=1&stbId=YanG-1989
咪咕直播11「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000000097&livemode=1&stbId=YanG-1989
咪咕直播12「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002019&livemode=1&stbId=YanG-1989
咪咕直播13「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000002809&livemode=1&stbId=YanG-1989
咪咕直播14「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000003915&livemode=1&stbId=YanG-1989
咪咕直播15「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000004193&livemode=1&stbId=YanG-1989
咪咕直播16「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000005837&livemode=1&stbId=YanG-1989
咪咕直播17「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006077&livemode=1&stbId=YanG-1989
咪咕直播18「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000006658&livemode=1&stbId=YanG-1989
咪咕直播19「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000009788&livemode=1&stbId=YanG-1989
咪咕直播20「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000010833&livemode=1&stbId=YanG-1989
咪咕直播21「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011297&livemode=1&stbId=YanG-1989
咪咕直播22「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000011518&livemode=1&stbId=YanG-1989
咪咕直播23「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012558&livemode=1&stbId=YanG-1989
咪咕直播24「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000012616&livemode=1&stbId=YanG-1989
咪咕直播25「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015470&livemode=1&stbId=YanG-1989
咪咕直播26「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000015560&livemode=1&stbId=YanG-1989
咪咕直播27「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000017678&livemode=1&stbId=YanG-1989
咪咕直播28「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=YanG-1989
咪咕直播29「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=YanG-1989
咪咕直播30「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=YanG-1989
咪咕直播31「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=YanG-1989
咪咕直播32「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=YanG-1989
咪咕直播33「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=YanG-1989
咪咕直播34「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011518&livemode=1&stbId=YanG-1989
咪咕直播35「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011519&livemode=1&stbId=YanG-1989
咪咕直播36「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011520&livemode=1&stbId=YanG-1989
咪咕直播37「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011521&livemode=1&stbId=YanG-1989
咪咕直播38「IPV4」,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=FifastbLive&Contentid=3000000020000011522&livemode=1&stbId=YanG-1989

















正常就能看的,#genre#
CQTV新闻,http://211.158.48.108:8008/udp/225.0.4.188:7980
CQTV新闻,http://113.250.206.112:3388/rtp/235.254.196.199:7980
CQTV新闻,http://113.250.206.112:3388/rtp/235.254.196.208:1104

CQTV新闻,http://125.80.251.184:7788/rtp/235.254.196.199:7980
CQTV新闻,=cqxw$重庆有线
CQTV新闻,=cqxw$重庆有线

CQTV影视,http://211.158.48.108:8008/udp/225.0.4.192:7980
CQTV影视,http://113.250.206.112:3388/rtp/235.254.198.180:7980

CQTV影视,http://125.80.251.184:7788/rtp/235.254.198.180:7980
CQTV影视,=cqys
CQTV影视,=cqys

CQTV都市,http://211.158.48.108:8008/udp/225.0.4.190:7980
CQTV都市,http://113.250.206.112:3388/rtp/235.254.198.181:7980

CQTV都市,http://125.80.251.184:7788/rtp/235.254.198.181:7980
CQTV都市,=cqshyf
CQTV都市,=cqshyf

CQTV时尚,http://211.158.48.108:8008/udp/225.0.4.196:7980
CQTV时尚,http://113.250.206.112:3388/rtp/235.254.198.182:7980

CQTV时尚,http://125.80.251.184:7788/rtp/235.254.198.182:7980
CQTV时尚,=cqsssh
CQTV时尚,=cqsssh

CQTV娱乐,http://211.158.48.108:8008/udp/225.0.4.194:7980
CQTV娱乐,http://113.250.206.112:3388/rtp/235.254.198.187:7980

CQTV娱乐,http://125.80.251.184:7788/rtp/235.254.198.187:7980
CQTV娱乐,=cqwtyl$重庆有线
CQTV娱乐,=cqwtyl$重庆有线

cctv1,http://116.179.138.88:8888/rtp/226.0.2.153:9136$山西联通184
cctv2,http://116.179.138.88:8888/rtp/226.0.2.154:9144
cctv3,http://116.179.138.88:8888/rtp/226.0.2.208:9576
cctv4,http://116.179.138.88:8888/rtp/226.0.2.156:9160
cctv5,http://116.179.138.88:8888/rtp/226.0.2.209:9584
cctv6,http://116.179.138.88:8888/rtp/226.0.2.210:9592
cctv7,http://116.179.138.88:8888/rtp/226.0.2.159:9184
cctv8,http://116.179.138.88:8888/rtp/226.0.2.211:9600
cctv9,http://116.179.138.88:8888/rtp/226.0.2.161:9200
cctv10,http://116.179.138.88:8888/rtp/226.0.2.162:9208
cctv12,http://116.179.138.88:8888/rtp/226.0.2.164:9224
cctv13,http://116.179.138.88:8888/rtp/226.0.2.165:9232
cctv14,http://116.179.138.88:8888/rtp/226.0.2.166:9240
cctv5+,http://116.179.138.88:8888/rtp/226.0.2.168:9256
cctv16,http://116.179.138.88:8888/rtp/226.0.2.169:9264
cctv17,http://116.179.138.88:8888/rtp/226.0.2.170:9272

cctv1,http://116.179.138.88:8888/rtp/226.0.2.18:8056
cctv2,http://116.179.138.88:8888/rtp/226.0.2.19:8064
cctv3,http://116.179.138.88:8888/rtp/226.0.2.20:8072
cctv4,http://116.179.138.88:8888/rtp/226.0.2.21:8080
cctv5,http://116.179.138.88:8888/rtp/226.0.2.22:8088
cctv6,http://116.179.138.88:8888/rtp/226.0.2.23:8096
cctv7,http://116.179.138.88:8888/rtp/226.0.2.24:8104
cctv8,http://116.179.138.88:8888/rtp/226.0.2.25:8112
cctv9,http://116.179.138.88:8888/rtp/226.0.2.26:8120
cctv10,http://116.179.138.88:8888/rtp/226.0.2.27:8128
cctv11,http://116.179.138.88:8888/rtp/226.0.2.28:8136
cctv12,http://116.179.138.88:8888/rtp/226.0.2.29:8144
cctv13,http://116.179.138.88:8888/rtp/226.0.2.30:8152
cctv14,http://116.179.138.88:8888/rtp/226.0.2.31:8160
cctv15,http://116.179.138.88:8888/rtp/226.0.2.32:8168
cctv17,http://116.179.138.88:8888/rtp/226.0.2.207:9568
cctv1,http://223.8.210.31:8083/udp/239.1.1.7:8007$山西电信117
cctv1,http://223.8.210.31:8083/udp/239.1.1.7:8007$山西电信117
cctv1,http://171.213.154.186:9090/udp/239.93.0.184:5140$四川电信333
cctv1,http://211.158.48.108:8008/udp/225.0.4.74:7980$重庆联通77
cctv1,http://113.65.212.161:4000/udp/239.77.0.86:5146$广东电信332

cctv2,http://223.8.210.31:8083/udp/239.1.1.8:8008
cctv2,http://223.8.210.31:8083/udp/239.1.1.8:8008
cctv2,http://171.213.154.186:9090/udp/239.93.1.23:6000
cctv2,http://211.158.48.108:8008/udp/225.0.4.132:7980
cctv2,http://113.65.212.161:4000/udp/239.77.1.158:5146
cctv3,http://223.8.210.31:8083/udp/239.1.1.9:8009
cctv3,http://223.8.210.31:8083/udp/239.1.1.9:8009
cctv3,http://171.213.154.186:9090/udp/239.93.1.11:2223
cctv3,http://211.158.48.108:8008/udp/225.0.4.142:7980
cctv3,http://113.65.212.161:4000/udp/239.77.0.169:5146
cctv4,http://223.8.210.31:8083/udp/239.1.1.10:8010
cctv4,http://223.8.210.31:8083/udp/239.1.1.10:8010
cctv4,http://171.213.154.186:9090/udp/239.93.1.105:5140
cctv4,http://211.158.48.108:8008/udp/225.0.4.176:7980
cctv4,http://113.65.212.161:4000/udp/239.77.1.163:5146
